main_commit	main_feature_or_fix	comparison	files_at_commit	same_as_current_main	different_from_current_main	files_needing_behavior_review	files_identical_to_current_main
b2f25d390a8546e42eb6186115b673a53b8c38dc	feat(desktop): update the desktop app on remote Macs from the Update button (#6554)	review-v2-path	41	27	14	apps/server/src/auth/RpcAuthorization.ts; apps/server/src/environment/ServerEnvironment.test.ts; apps/server/src/environment/ServerEnvironment.ts; apps/server/src/server.ts; apps/server/src/ws.ts; apps/web/src/components/ChatView.tsx; apps/web/src/versionSkew.test.ts; apps/web/src/versionSkew.ts; docs/user/updating.md; packages/client-runtime/src/connection/registry.test.ts; packages/client-runtime/src/state/server.ts; packages/contracts/src/environment.ts; packages/contracts/src/rpc.ts; packages/contracts/src/server.ts	apps/desktop/src/app/DesktopApp.ts; apps/desktop/src/app/DesktopLifecycle.test.ts; apps/desktop/src/app/DesktopLifecycle.ts; apps/desktop/src/backend/DesktopBackendManager.test.ts; apps/desktop/src/backend/DesktopBackendPool.test.ts; apps/desktop/src/telemetry/DesktopTelemetryPublisher.test.ts; apps/desktop/src/telemetry/DesktopTelemetryPublisher.ts; apps/desktop/src/updates/DesktopRemoteUpdates.test.ts; apps/desktop/src/updates/DesktopRemoteUpdates.ts; apps/desktop/src/updates/DesktopUpdates.test.ts; apps/desktop/src/updates/DesktopUpdates.ts; apps/desktop/src/updates/remoteUpdateFlow.test.ts; apps/desktop/src/updates/remoteUpdateFlow.ts; apps/desktop/src/updates/updatesTestHarness.ts; apps/desktop/src/window/DesktopApplicationMenu.test.ts; apps/server/src/cloud/selfUpdate.test.ts; apps/server/src/cloud/selfUpdate.ts; apps/server/src/desktopUpdate/DesktopAppUpdate.test.ts; apps/server/src/desktopUpdate/DesktopAppUpdate.ts; apps/server/src/resourceTelemetry/DesktopTelemetryReceiver.ts; apps/web/src/components/ServerUpdateAction.test.tsx; apps/web/src/components/ServerUpdateAction.tsx; apps/web/src/components/settings/ConnectionsSettings.tsx; docs/internals/server-updates.md; packages/client-runtime/src/state/runtime.test.ts; packages/client-runtime/src/state/server.test.ts; packages/contracts/src/resourceTelemetry.ts
80c708a1fa8986bce0b2d1ba4d35e79d9e4094ba	perf(web): halve the cold-start bundle by splitting Clerk and cold routes (#9058)	review-v2-path	9	8	1	apps/web/src/components/AppSidebarLayout.tsx	apps/web/src/components/clerk/BrowserManagedAuthShell.tsx; apps/web/src/components/clerk/ElectronManagedAuthShell.tsx; apps/web/src/components/settings/ThemeEditorHost.tsx; apps/web/src/lib/chunkReloadGuard.test.ts; apps/web/src/lib/chunkReloadGuard.ts; apps/web/src/main.tsx; apps/web/src/router.ts; apps/web/vite.config.ts
a434677eca737771dd64703545c13eb11ba92ce2	fix(grok): health check, model selection, and stop all work against the real CLI (#9154)	review-v2-path	14	2	12	apps/server/scripts/acp-mock-agent.ts; apps/server/src/provider/Layers/GrokAdapter.test.ts; apps/server/src/provider/Layers/GrokAdapter.ts; apps/server/src/provider/Layers/GrokProvider.ts; apps/server/src/provider/acp/AcpRuntimeModel.ts; apps/server/src/provider/acp/AcpSessionRuntime.ts; apps/server/src/provider/acp/GrokAcpSupport.test.ts; apps/server/src/provider/acp/GrokAcpSupport.ts; apps/server/src/provider/acp/XAiAcpExtension.ts; packages/contracts/src/model.ts; packages/effect-acp/src/protocol.test.ts; packages/effect-acp/src/protocol.ts	apps/server/src/provider/Layers/GrokProvider.test.ts; docs/internals/providers.md
083d4de5b0fd33efa28363546b6ed89e191c5200	fix(clients): stop repeating expanded commands (#9120)	review-v2-path	11	1	10	apps/mobile/src/lib/threadActivity.test.ts; apps/mobile/src/lib/threadActivity.ts; apps/server/src/orchestration/ActivityPayloadProjection.test.ts; apps/server/src/orchestration/ActivityPayloadProjection.ts; apps/server/test/ActivityPayloadProjection.test.ts; apps/web/src/components/chat/MessagesTimeline.tsx; apps/web/src/session-logic.command-output.test.ts; apps/web/src/session-logic.ts; packages/client-runtime/src/work-log/presentation.test.ts; packages/client-runtime/src/work-log/presentation.ts	apps/mobile/src/features/threads/thread-work-log.tsx
cdbf324aa043b1bc5705159127d2b55f186d1b9b	fix(web): keep generated muted foreground dimmer than entered text (#9113)	identical-final-files	2	2	0		apps/web/src/themePalette.test.ts; apps/web/src/themePalette.ts
d0b19b32e01d7abc8829c01353d759fed3d304ed	fix(claude): preview images read from the workspace (#9119)	review-v2-path	10	0	10	apps/mobile/src/lib/threadActivity.test.ts; apps/mobile/src/lib/threadActivity.ts; apps/server/src/orchestration/ActivityPayloadProjection.test.ts; apps/server/src/orchestration/ActivityPayloadProjection.ts; apps/server/src/provider/Layers/ClaudeAdapter.test.ts; apps/server/src/provider/Layers/ClaudeAdapter.ts; apps/web/src/session-logic.test.ts; apps/web/src/session-logic.ts; packages/client-runtime/src/work-log/presentation.test.ts; packages/client-runtime/src/work-log/presentation.ts	
716069f40f000887cb01685099a16e19d9194307	fix(server): keep attachments until the command commits (#7941)	review-v2-path	13	0	13	apps/server/src/orchestration/Layers/OrchestrationEngine.test.ts; apps/server/src/orchestration/Layers/OrchestrationEngine.ts; apps/server/src/orchestration/Layers/ProjectionPipeline.test.ts; apps/server/src/orchestration/Layers/ProjectionPipeline.ts; apps/server/src/orchestration/Layers/ProviderCommandReactor.test.ts; apps/server/src/orchestration/Layers/ProviderCommandReactor.ts; apps/server/src/orchestration/Services/OrchestrationEngine.ts; apps/server/src/orchestration/Services/ProjectionPipeline.ts; apps/server/src/orchestration/Services/ProviderCommandReactor.ts; apps/server/src/relay/AgentAwarenessRelay.test.ts; apps/server/src/serverRuntimeStartup.reconcile.test.ts; apps/server/src/serverRuntimeStartup.test.ts; docs/internals/overview.md	
0e77fbd3d0d79eec5247e75583a04590a1785133	fix(server): prevent accidental service downgrades (#5302)	identical-final-files	6	6	0		apps/server/src/cli/service.test.ts; apps/server/src/cli/service.ts; apps/server/src/cloud/bootService.test.ts; apps/server/src/cloud/bootService.ts; apps/server/src/cloud/serviceProtocol.ts; docs/user/background-service.md
8efd4e95fcb08478c9c6e8eee384bfca559f62cc	fix(settings): sync auto-settle and other shared preferences across environments (#9147)	review-v2-path	10	7	3	apps/web/src/components/settings/SettingsPanels.tsx; docs/internals/overview.md; packages/client-runtime/package.json	apps/mobile/src/features/settings/SettingsRouteScreen.tsx; apps/web/src/components/settings/SharedSettingsMismatchAlert.tsx; apps/web/src/components/settings/SourceControlSettings.tsx; apps/web/src/hooks/useSettings.ts; docs/user/thread-sidebar.md; packages/client-runtime/src/state/sharedSettings.test.ts; packages/client-runtime/src/state/sharedSettings.ts
5014e5fcdd6e5f4a53d0fea4cbecba733821a854	fix(desktop): show newest changes in nightly previews (#9138)	review-v2-path	17	15	2	docs/user/updating.md; packages/contracts/src/ipc.ts	apps/desktop/src/updates/DesktopUpdates.test.ts; apps/desktop/src/updates/DesktopUpdates.ts; apps/desktop/src/updates/releaseNotes.test.ts; apps/desktop/src/updates/releaseNotes.ts; apps/desktop/src/updates/updateMachine.test.ts; apps/desktop/src/updates/updateMachine.ts; apps/web/src/components/desktopUpdate.logic.test.ts; apps/web/src/components/desktopUpdate.logic.ts; apps/web/src/components/desktopUpdate.toast.test.tsx; apps/web/src/components/desktopUpdate.toast.tsx; apps/web/src/components/sidebar/SidebarUpdatePill.test.tsx; apps/web/src/components/sidebar/SidebarUpdatePill.tsx; apps/web/src/components/sidebar/SidebarUpdateReleaseNotes.test.tsx; apps/web/src/components/sidebar/SidebarUpdateReleaseNotes.tsx; apps/web/src/state/desktopUpdate.test.ts
fc53b273039cf5e0a932582b1fbb56e7223ad4ab	perf(clients): lease sidebar status by visibility (#9052)	review-v2-path	6	3	3	apps/web/src/components/LegacySidebar.tsx; apps/web/src/components/Sidebar.logic.ts; apps/web/src/components/Sidebar.tsx	apps/mobile/src/state/use-thread-pr.ts; packages/client-runtime/src/state/pullRequests.ts; packages/client-runtime/src/state/vcs.ts
6866fd6b5ccff82333ad4386ce68cdec03531b68	perf(client-runtime): keep turn and checkpoint refs stable while streaming (#9145)	review-v2-path	2	0	2	packages/client-runtime/src/state/threadReducer.test.ts; packages/client-runtime/src/state/threadReducer.ts	
7e460f429b740180cd72730418262a2df971ba54	fix(server): bound orchestration replay payloads (#8992)	review-v2-path	10	0	10	apps/server/src/checkpointing/CheckpointDiffQuery.test.ts; apps/server/src/orchestration/Layers/OrchestrationEngine.test.ts; apps/server/src/orchestration/Layers/ProjectionSnapshotQuery.test.ts; apps/server/src/orchestration/Layers/ProjectionSnapshotQuery.ts; apps/server/src/orchestration/Services/ProjectionSnapshotQuery.ts; apps/server/src/project/ProjectSetupScriptRunner.test.ts; apps/server/src/provider/Layers/ProviderSessionReaper.test.ts; apps/server/src/server.test.ts; apps/server/src/serverRuntimeStartup.test.ts; apps/server/src/ws.ts	
c2283ce14628127ef1758974ddab4f5b1f89d47a	perf: make streaming projection and activity appends incremental (#9152)	review-v2-path	4	0	4	apps/server/src/orchestration/Layers/ProjectionPipeline.test.ts; apps/server/src/orchestration/Layers/ProjectionPipeline.ts; packages/client-runtime/src/state/threadReducer.test.ts; packages/client-runtime/src/state/threadReducer.ts	
feb3ea7ebf83de2e301adb1f20300b262773ec54	fix(web): stop highlighter freezes and worker spin by using the Oniguruma WASM engine (#8360)	review-v2-path	7	4	3	apps/web/src/components/DiffPanel.tsx; apps/web/src/components/chat/MessagesTimeline.tsx; apps/web/src/components/files/FilePreviewPanel.tsx	apps/web/src/components/DiffWorkerPoolProvider.tsx; apps/web/src/components/pullRequest/PullRequestCodeTab.tsx; apps/web/src/components/settings/SettingsFontPreviews.tsx; apps/web/src/lib/syntaxHighlighting.ts
ea71a19d4181ce13b0e8f374f45ba9237ee4a9ce	fix(claude): skills picked from the composer now run (#9128)	review-v2-path	16	12	4	apps/server/src/provider/Layers/ClaudeAdapter.test.ts; apps/server/src/provider/Layers/ClaudeAdapter.ts; docs/user/composer.md; packages/contracts/src/server.ts	apps/mobile/src/features/threads/use-composer-command-menu.ts; apps/server/src/provider/Drivers/ClaudeSkillDispatch.test.ts; apps/server/src/provider/Drivers/ClaudeSkillDispatch.ts; apps/server/src/provider/Drivers/ClaudeSkills.test.ts; apps/server/src/provider/Drivers/ClaudeSkills.ts; apps/web/src/components/chat/composerSlashCommandSearch.test.ts; apps/web/src/components/chat/composerSlashCommandSearch.ts; apps/web/src/providerSkillSearch.test.ts; apps/web/src/providerSkillSearch.ts; docs/user/providers-claude.md; packages/client-runtime/src/providerSkills.test.ts; packages/client-runtime/src/providerSkills.ts
9a7b1e21e51609266adf657bcab0b43b6bcd445c	perf(provider): bound persisted session lookups (#8909)	review-v2-path	2	0	2	apps/server/src/provider/Layers/ProviderService.test.ts; apps/server/src/provider/Layers/ProviderService.ts	
98725df00a729ba226ae8610a3488e5b9168029f	fix(web): mute routine notices and update actions (#9063)	review-v2-path	9	7	2	apps/web/src/components/settings/ProviderInstanceCard.tsx; apps/web/src/components/settings/SettingsPanels.tsx	apps/web/src/components/ProviderUpdateEnvironmentRows.tsx; apps/web/src/components/ProviderUpdatePrimaryNotification.tsx; apps/web/src/components/ServerUpdateAction.tsx; apps/web/src/components/chat/ComposerBanner.tsx; apps/web/src/components/sidebar/DesktopUpdateStatusIcon.tsx; apps/web/src/components/sidebar/SidebarProviderUpdatePill.tsx; apps/web/src/components/sidebar/SidebarUpdatePill.tsx
08aad594f0059d28dd23914f9d37ad4e695fff75	chore: delete dead code, unused deps, and duplicate helpers (#9129)	review-v2-path	103	75	28	apps/mobile/src/features/threads/threadPresentation.ts; apps/server/integration/OrchestrationEngineHarness.integration.ts; apps/server/integration/providerService.integration.test.ts; apps/server/src/bin.test.ts; apps/server/src/httpCors.ts; apps/server/src/orchestration/commandInvariants.ts; apps/server/src/persistence/Migrations.ts; apps/server/src/provider/Drivers/ClaudeDriver.ts; apps/server/src/provider/Drivers/CodexDriver.ts; apps/server/src/provider/Drivers/CursorDriver.ts; apps/server/src/provider/Drivers/GrokDriver.ts; apps/server/src/provider/Drivers/OpenCodeDriver.ts; apps/server/src/provider/Layers/ProviderRegistry.ts; apps/server/src/provider/Layers/ProviderSessionDirectory.ts; apps/server/src/provider/acp/AcpRuntimeModel.ts; apps/server/src/serverRuntimeStartup.test.ts; apps/server/src/vcs/GitVcsDriver.ts; apps/web/src/index.css; apps/web/src/state/entities.ts; package.json; packages/client-runtime/src/state/models.ts; packages/client-runtime/src/state/server.ts; packages/contracts/src/ipc.ts; packages/contracts/src/providerRuntime.ts; packages/contracts/src/settings.ts; packages/effect-codex-app-server/package.json; packages/shared/src/model.ts; pnpm-lock.yaml	apps/desktop/src/preview/PickLabelPosition.ts; apps/mobile/package.json; apps/mobile/src/components/GlassSafeAreaView.tsx; apps/mobile/src/features/agent-awareness/remoteRegistration.ts; apps/mobile/src/features/cloud/managedRelayState.ts; apps/mobile/src/features/diffs/nativeReviewDiffSurface.test.ts; apps/mobile/src/features/files/ThreadFilesRouteScreen.tsx; apps/mobile/src/features/files/filePath.test.ts; apps/mobile/src/features/files/filePath.ts; apps/mobile/src/features/files/preload-workspace-file.ts; apps/mobile/src/features/review/ReviewHighlighterProvider.tsx; apps/mobile/src/features/review/diffParser.ts; apps/mobile/src/features/review/reviewCommentSelection.ts; apps/mobile/src/features/review/reviewState.ts; apps/mobile/src/features/review/shikiReviewHighlighter.ts; apps/mobile/src/features/terminal/ThreadTerminalPanel.tsx; apps/mobile/src/features/terminal/threadTerminalPanelModel.ts; apps/mobile/src/features/threads/use-composer-command-menu.test.ts; apps/mobile/src/features/threads/use-composer-command-menu.ts; apps/mobile/src/features/threads/use-legacy-plan-mode-enabled.ts; apps/mobile/src/state/auth.ts; apps/mobile/src/state/git.ts; apps/mobile/src/state/use-composer-path-search.ts; apps/server/scripts/cursor-acp-model-mismatch-probe.ts; apps/server/src/cli/config.ts; apps/server/src/cli/pair.ts; apps/server/src/cli/triage.ts; apps/server/src/cloud/bootService.ts; apps/server/src/keybindings.ts; apps/server/src/mcp/toolkits/preview/tools.ts; apps/server/src/pathExpansion.ts; apps/server/src/persistence/Layers/ProviderSessionRuntime.ts; apps/server/src/provider/Drivers/instanceIdentity.ts; apps/server/src/provider/Layers/ProviderInstanceRegistryLive.ts; apps/server/src/provider/acp/AcpCoreRuntimeEvents.ts; apps/server/src/provider/providerStatusCache.ts; apps/server/src/serverRuntimeState.ts; apps/server/src/sourceControl/AzureDevOpsSourceControlProvider.test.ts; apps/server/src/sourceControl/BitbucketSourceControlProvider.test.ts; apps/server/src/sourceControl/SourceControlRepositoryService.ts; apps/server/src/telemetry/Services/AnalyticsService.ts; apps/server/src/textGeneration/TextGenerationPresets.ts; apps/server/src/textGeneration/TextGenerationPrompts.test.ts; apps/server/src/workspace/WorkspaceEntries.ts; apps/server/src/workspace/WorkspacePaths.ts; apps/web/package.json; apps/web/public/mockServiceWorker.js; apps/web/src/components/SplashScreen.tsx; apps/web/src/components/ui/button.test.tsx; apps/web/src/components/ui/card.tsx; apps/web/src/components/ui/field.tsx; apps/web/src/components/ui/fieldset.tsx; apps/web/src/components/ui/form.tsx; apps/web/src/environments/primary/context.ts; apps/web/src/environments/primary/index.ts; apps/web/src/historyBootstrap.ts; apps/web/src/hooks/useSettings.ts; apps/web/src/lib/terminalUiStateCleanup.ts; apps/web/src/localApi.ts; apps/web/src/observability/clientTracing.ts; apps/web/src/orchestrationEventEffects.ts; apps/web/src/orchestrationRecovery.ts; apps/web/src/remoteOpen.ts; apps/web/src/rpc/atomRegistry.ts; apps/web/src/rpc/requestLatencyState.ts; packages/client-runtime/src/connection/catalog.ts; packages/client-runtime/src/state/runtime.ts; packages/effect-acp/package.json; packages/effect-acp/test/examples/cursor-acp-client.example.ts; packages/shared/src/schemaJson.ts; packages/shared/src/themePalettes.ts; packages/tailscale/package.json; packages/tailscale/src/tailscale.ts; scripts/announce-connect-ga.ts; scripts/package.json
b21d87243ea637fbb6fb50667e9a8547e1b6c4e8	chore: vouch six repeat contributors (#9131)	identical-final-files	1	1	0		.github/VOUCHED.td
04efa7907e9ec207e2d6af459ce3b2ffd55f6107	feat(cli): open projects in the running desktop app (#8824)	review-v2-path	26	20	6	apps/web/src/hooks/useHandleNewThread.ts; apps/web/src/routes/__root.tsx; apps/web/src/state/entities.ts; packages/contracts/src/index.ts; packages/contracts/src/ipc.ts; packages/shared/package.json	apps/desktop/src/app/DesktopApp.ts; apps/desktop/src/app/DesktopAppActivation.test.ts; apps/desktop/src/app/DesktopAppActivation.ts; apps/desktop/src/app/DesktopAppActivationBroker.test.ts; apps/desktop/src/app/DesktopAppActivationBroker.ts; apps/desktop/src/ipc/DesktopIpcHandlers.ts; apps/desktop/src/ipc/channels.ts; apps/desktop/src/ipc/methods/appActivation.ts; apps/desktop/src/main.ts; apps/desktop/src/preload.ts; apps/server/src/bin.ts; apps/server/src/cli/app.test.ts; apps/server/src/cli/app.ts; apps/web/src/components/desktop/DesktopAppActivationCoordinator.tsx; apps/web/src/desktopAppActivation.test.ts; apps/web/src/desktopAppActivation.ts; docs/user/install.md; packages/contracts/src/desktopAppActivation.ts; packages/shared/src/desktopAppControl.test.ts; packages/shared/src/desktopAppControl.ts
beae2147a9487ec47ac992319f2216914b4cb62d	fix(media): preview host files and stream videos across clients (#9023)	review-v2-path	82	66	16	apps/mobile/src/features/threads/ThreadFeed.tsx; apps/server/src/http.test.ts; apps/web/src/components/ChatView.logic.test.ts; apps/web/src/components/ChatView.logic.ts; apps/web/src/components/ChatView.tsx; apps/web/src/components/chat/ChatComposer.tsx; apps/web/src/components/chat/MessagesTimeline.tsx; apps/web/src/components/chat/externalLinkContextMenu.test.ts; apps/web/src/components/chat/externalLinkContextMenu.ts; apps/web/src/components/files/FilePreviewPanel.tsx; docs/user/composer.md; packages/client-runtime/package.json; packages/client-runtime/src/work-log/presentation.test.ts; packages/client-runtime/src/work-log/presentation.ts; packages/contracts/src/assets.ts; pnpm-lock.yaml	apps/desktop/src/electron/ElectronProtocol.test.ts; apps/desktop/src/electron/ElectronProtocol.ts; apps/mobile/modules/t3-markdown-text/assets/file-icons/pierre_video.png; apps/mobile/modules/t3-markdown-text/package.json; apps/mobile/modules/t3-markdown-text/scripts/sync-pierre-file-icons.mjs; apps/mobile/modules/t3-markdown-text/src/markdownFileIcons.generated.ts; apps/mobile/modules/t3-markdown-text/src/markdownLinks.ts; apps/mobile/modules/t3-markdown-text/src/nativeMarkdownText.ts; apps/mobile/src/components/FilePreview.ios.tsx; apps/mobile/src/components/FilePreview.tsx; apps/mobile/src/components/FilePreviewModal.tsx; apps/mobile/src/components/MediaActionsMenu.tsx; apps/mobile/src/components/MediaImagePreview.tsx; apps/mobile/src/components/MediaSourceCaption.tsx; apps/mobile/src/components/MediaVideoPlayer.tsx; apps/mobile/src/components/MediaVideoPreviewModal.tsx; apps/mobile/src/components/VideoPreviewModal.ios.tsx; apps/mobile/src/components/VideoPreviewModal.tsx; apps/mobile/src/components/VideoThumbnailImage.tsx; apps/mobile/src/features/files/ThreadFilesRouteScreen.tsx; apps/mobile/src/features/files/WorkspaceFileImagePreview.tsx; apps/mobile/src/features/files/WorkspaceFileVideoPreview.tsx; apps/mobile/src/features/files/filePath.ts; apps/mobile/src/features/files/preload-workspace-file.ts; apps/mobile/src/features/files/workspaceFileAssetUrl.ts; apps/mobile/src/lib/markdownLinks.test.ts; apps/mobile/src/lib/markdownMedia.test.ts; apps/mobile/src/lib/markdownMedia.ts; apps/mobile/src/lib/mediaActions.ts; apps/mobile/src/lib/nativeMarkdownText.test.ts; apps/mobile/src/lib/videoPreviewSource.ts; apps/mobile/src/state/assets.ts; apps/mobile/src/state/use-atom-query-runner.ts; apps/server/src/assets/AssetAccess.test.ts; apps/server/src/assets/AssetAccess.ts; apps/server/src/assets/MediaFile.ts; apps/server/src/http.ts; apps/web/src/assets/assetUrls.ts; apps/web/src/components/ChatMarkdown.tsx; apps/web/src/components/ChatMarkdown.workspace-images.test.tsx; apps/web/src/components/chat/ExpandedImageDialog.test.tsx; apps/web/src/components/chat/ExpandedImageDialog.tsx; apps/web/src/components/chat/ExpandedImagePreview.test.ts; apps/web/src/components/chat/ExpandedImagePreview.tsx; apps/web/src/components/files/projectFilesQueryState.ts; apps/web/src/components/media/MediaActions.tsx; apps/web/src/components/media/MediaVideoPlayer.tsx; apps/web/src/components/media/OpenMediaLink.tsx; apps/web/src/components/media/mediaContent.ts; apps/web/src/components/pullRequest/PullRequestMarkdown.tsx; apps/web/src/contextMenuFallback.ts; apps/web/src/lib/videoFirstFrame.test.ts; apps/web/src/lib/videoFirstFrame.ts; apps/web/src/markdown-links.test.ts; apps/web/src/markdown-links.ts; apps/web/src/pierre-icons.ts; apps/web/src/state/use-atom-query-runner.ts; docs/internals/environment-auth.md; packages/client-runtime/src/markdownImages.ts; packages/client-runtime/src/markdownLinks.test.ts; packages/client-runtime/src/markdownLinks.ts; packages/client-runtime/src/mediaReference.test.ts; packages/client-runtime/src/mediaReference.ts; packages/shared/src/filePreview.test.ts; packages/shared/src/filePreview.ts; packages/shared/src/video.ts
60cef47ec983637ddc68faed7b1488b6f3c3a175	chore(release): prepare v0.0.38	review-v2-path	4	2	2	apps/server/package.json; packages/contracts/package.json	apps/desktop/package.json; apps/web/package.json
590a579f2e9292ce314c69e459e19620004578fe	fix(chat): keep latest command live between messages (#9098)	review-v2-path	4	0	4	apps/web/src/components/chat/MessagesTimeline.logic.test.ts; apps/web/src/components/chat/MessagesTimeline.logic.ts; apps/web/src/components/chat/MessagesTimeline.test.tsx; apps/web/src/components/chat/MessagesTimeline.tsx	
0222aa255d11babd242dbe5ed0947e5fc5eaefee	fix(web): preserve theme when toggling advanced colors (#8500)	identical-final-files	1	1	0		apps/web/src/components/settings/ThemeEditorPanel.tsx
c0995d2eaf8ec787b3318ed1169ae266ed1529f8	fix(web): keep the selected environment when changing projects (#9102)	review-v2-path	3	2	1	docs/user/composer.md	apps/web/src/environmentGrouping.test.ts; apps/web/src/sidebarProjectGrouping.ts
d0b4acbd13b2b602710e4a7d60c42f4799a409be	fix(web): keep theme placeholder text dimmer than entered text (#9104)	identical-final-files	3	3	0		apps/web/src/themePalette.test.ts; apps/web/src/themePalette.ts; apps/web/src/vscodeThemeImport.test.ts
3b3465f2a9dbc541a8806e39d2889abb77b93f5d	fix(web): changing projects no longer creates a draft (#9097)	review-v2-path	8	5	3	apps/web/src/components/ChatView.tsx; apps/web/src/composerDraftStore.ts; apps/web/src/hooks/useHandleNewThread.ts	apps/web/src/components/chat/DraftHeroHeadline.tsx; apps/web/src/composerDraftStore.test.ts; apps/web/src/lib/attachmentUploadQueue.test.ts; apps/web/src/lib/chatThreadActions.test.ts; apps/web/src/lib/chatThreadActions.ts
692eb1a5792b9930959b19805acf2bf2611318c9	fix(web): sync sidebar PR state from open panel (#9092)	review-v2-path	3	1	2	apps/web/src/components/ChatView.tsx; apps/web/src/components/ThreadStatusIndicators.tsx	apps/web/src/components/ThreadStatusIndicators.test.ts
163d50846bc8989b5858802bb02253254dcee0dd	"Revert ""fix(chat): reuse one row for live activity"" (#9096)"	review-v2-path	4	0	4	apps/web/src/components/chat/MessagesTimeline.logic.test.ts; apps/web/src/components/chat/MessagesTimeline.logic.ts; apps/web/src/components/chat/MessagesTimeline.test.tsx; apps/web/src/components/chat/MessagesTimeline.tsx	
03542836834d008a097450cf24d0d9c6f965b859	feat(models): discover Claude models from remote manifest (#9084)	review-v2-path	26	18	8	apps/server/src/provider/Drivers/ClaudeDriver.ts; apps/server/src/provider/Layers/ClaudeAdapter.test.ts; apps/server/src/provider/Layers/ClaudeAdapter.ts; apps/server/src/provider/Layers/ProviderRegistry.test.ts; packages/contracts/src/model.ts; packages/contracts/src/server.ts; packages/shared/src/model.test.ts; packages/shared/src/model.ts	apps/server/src/provider/ClaudeModelCatalog.test.ts; apps/server/src/provider/ClaudeModelCatalog.testFixtures.ts; apps/server/src/provider/ClaudeModelCatalog.ts; apps/server/src/provider/ClaudeModelManifest.ts; apps/server/src/provider/Layers/ClaudeProvider.ts; apps/server/src/provider/ModelManifest.test.ts; apps/server/src/provider/ModelManifest.ts; apps/server/src/provider/model-manifest.json; apps/server/src/textGeneration/ClaudeTextGeneration.test.ts; apps/server/src/textGeneration/ClaudeTextGeneration.ts; apps/web/src/components/chat/ModelPickerContent.tsx; apps/web/src/components/chat/composerProviderState.test.tsx; apps/web/src/components/chat/modelPickerModelHighlights.ts; apps/web/src/components/chat/providerIconUtils.ts; apps/web/src/modelSelection.ts; apps/web/src/providerModels.test.ts; apps/web/src/providerModels.ts; docs/internals/model-manifest.md
a924fbe08e681ef56d8cfb8b99e1e803d52aa463	fix(chat): reuse one row for live activity (#9062)	review-v2-path	4	0	4	apps/web/src/components/chat/MessagesTimeline.logic.test.ts; apps/web/src/components/chat/MessagesTimeline.logic.ts; apps/web/src/components/chat/MessagesTimeline.test.tsx; apps/web/src/components/chat/MessagesTimeline.tsx	
cb007469161ff0db2bc2dc8123c4b30e186aae50	feat(web): open project settings from thread menus (#8925)	review-v2-path	6	3	3	apps/web/src/components/LegacySidebar.tsx; apps/web/src/components/Sidebar.tsx; apps/web/src/hooks/useThreadActionMenu.ts	apps/web/src/components/threadActionMenu.logic.test.ts; apps/web/src/components/threadActionMenu.logic.ts; apps/web/src/contextMenuFallback.ts
9d1879b142a2f5d01383357646a4679d1a2bd202	feat(desktop): add configurable quit shortcut confirmation (#9076)	review-v2-path	11	5	6	apps/desktop/src/settings/DesktopClientSettings.test.ts; apps/web/src/components/settings/SettingsPanels.tsx; apps/web/src/components/settings/settingsSearch.ts; packages/contracts/src/ipc.ts; packages/contracts/src/settings.test.ts; packages/contracts/src/settings.ts	apps/desktop/src/preload.ts; apps/desktop/src/window/DesktopWindow.ts; apps/desktop/src/window/QuitHold.test.ts; apps/desktop/src/window/QuitHold.ts; apps/web/src/components/QuitHoldOverlay.tsx
ef7014d851f56bb037a9da963095ffd883c7fa08	fix(preview): restore recording and macOS rendering after Electron 43 (#9001)	review-v2-path	11	10	1	packages/contracts/src/ipc.ts	apps/desktop/src/ipc/methods/preview.ts; apps/desktop/src/preview/Manager.test.ts; apps/desktop/src/preview/Manager.ts; apps/web/src/browser/HostedBrowserWebview.tsx; apps/web/src/browser/browserRecording.test.ts; apps/web/src/browser/browserRecording.ts; apps/web/src/browser/hostedBrowserWebviewStyle.test.ts; apps/web/src/browser/hostedBrowserWebviewStyle.ts; apps/web/src/components/preview/PreviewView.test.tsx; apps/web/src/components/preview/PreviewView.tsx
c17d02cff98f2e7b590d4c3a5775d1faa47c2e7b	feat(claude): add Claude Fable 5.1 model (#9078)	review-v2-path	7	3	4	apps/server/src/provider/Layers/ClaudeAdapter.test.ts; apps/server/src/provider/Layers/ProviderRegistry.test.ts; packages/contracts/src/model.ts; packages/shared/src/model.test.ts	apps/server/src/provider/Layers/ClaudeProvider.ts; apps/server/src/provider/ModelManifest.test.ts; apps/server/src/provider/model-manifest.json
643b21edaa08eb1d19d633dbb0b275164bfa60be	fix(server): cache project favicon resolution (#9080)	identical-final-files	2	2	0		apps/server/src/project/ProjectFaviconResolver.test.ts; apps/server/src/project/ProjectFaviconResolver.ts
261380f91f764673c7fcefcb6a3f775526dbb776	fix(mobile): keep thread scroll bounds current after animations (#9013)	review-v2-path	7	4	3	apps/mobile/src/features/threads/ThreadDetailScreen.tsx; apps/mobile/src/features/threads/ThreadFeed.tsx; pnpm-lock.yaml	apps/mobile/src/features/threads/thread-feed-live-follow.test.ts; apps/mobile/src/features/threads/thread-feed-live-follow.ts; apps/mobile/src/features/threads/thread-work-log.tsx; patches/@legendapp__list@3.3.5.patch
